key,section,hu_text,de_text,de_status
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.3.title,processSteps.3.title,"Tapasztalatok, eltérések és megfelelési pontok dokumentálása","Dokumentation von Erfahrungen, Abweichungen und Compliance-Punkten",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.3.body,processSteps.3.body,"A tapasztalatokat strukturált módon rögzítjük: mi történt az ügyfélút során, mi felelt meg az elvárt működésnek, hol volt eltérés, és milyen kockázat vagy javítási pont jelent meg.","Die Erfahrungen halten wir strukturiert fest: was während der Customer Journey geschehen ist, was dem erwarteten Ablauf entsprach, wo es Abweichungen gab und welche Risiken oder Verbesserungspunkte sichtbar wurden.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.4.title,processSteps.4.title,"Riport, vezetői összefoglaló és fejlesztési javaslatok elkészítése","Erstellung von Bericht, Management-Zusammenfassung und Verbesserungsempfehlungen",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.4.body,processSteps.4.body,"Az eredményeket vezetői szinten is áttekinthető riportba rendezzük, amely tartalmazhat megfelelési megállapításokat, visszatérő mintákat és konkrét fejlesztési javaslatokat.","Die Ergebnisse fassen wir in einem auch auf Führungsebene gut lesbaren Bericht zusammen, der Compliance-Feststellungen, wiederkehrende Muster und konkrete Verbesserungsempfehlungen enthalten kann.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.5.title,processSteps.5.title,Eredmények egyeztetése és következő lépések meghatározása,Besprechung der Ergebnisse und Festlegung der nächsten Schritte,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.5.body,processSteps.5.body,"Az audit eredményeit közösen áttekintjük, hogy a megrendelő dönteni tudjon protokollmódosításról, képzésről, brand standard pontosításról vagy további mérésről.","Die Auditergebnisse besprechen wir gemeinsam, damit der Auftraggeber über Protokollanpassungen, Schulungen, die Präzisierung von Markenstandards oder weitere Messungen entscheiden kann.",translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.0.title,trustItems.0.title,Végrehajtás előtt meghatározott scope,Vor der Durchführung festgelegter Prüfumfang,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.0.body,trustItems.0.body,"Az audit célját, forgatókönyvét, szempontjait és riportálási formáját a végrehajtás előtt egyeztetni kell, hogy a megfigyelések a meghatározott szolgáltatásminőségi scope keretein belül maradjanak.","Ziel, Szenario, Kriterien und Berichtsform des Audits sind vor der Durchführung abzustimmen, damit die Beobachtungen innerhalb des festgelegten servicequalitätsbezogenen Prüfumfangs bleiben.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.1.title,trustItems.1.title,Semleges ügyfélút-megfigyelés,Neutrale Beobachtung der Customer Journey,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.1.body,trustItems.1.body,"A vizsgálat azt rögzíti, hogyan jelennek meg az egyeztetett szolgáltatási lépések, brand elvárások és ügyfélút-pontok valós ügyfélhelyzetben, felügyeleti vagy fegyelmi keretezés nélkül.","Die Prüfung erfasst, wie sich die vereinbarten Serviceschritte, Markenanforderungen und Customer-Journey-Punkte in realen Kundensituationen darstellen — ohne aufsichtsrechtliche oder disziplinarische Rahmung.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.2.title,trustItems.2.title,Strukturált riport és ügyféloldali egyeztetés,Strukturierter Bericht und Abstimmung mit dem Auftraggeber,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.2.body,trustItems.2.body,"Az Avenir strukturált riportot készít megfigyelésekkel, visszatérő mintákkal, kockázati pontokkal és fejlesztési javaslatokkal, majd a megállapításokat a megrendelővel áttekinti a szolgáltatásminőségi döntések támogatására.","Avenir erstellt einen strukturierten Bericht mit Beobachtungen, wiederkehrenden Mustern, Risikopunkten und Verbesserungsempfehlungen und bespricht die Feststellungen mit dem Auftraggeber zur Unterstützung von Servicequalitätsentscheidungen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.3.title,trustItems.3.title,Több helyszín összehasonlítható képe,Vergleichbares Bild mehrerer Standorte,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.3.body,trustItems.3.body,"Ugyanaz a forgatókönyv több helyszínen vagy szolgáltatónál is megismételhető a szolgáltatási konzisztencia, folyamatbeli eltérések és visszatérő fejlesztési pontok összevetésére.","Dasselbe Szenario kann an mehreren Standorten oder bei mehreren Dienstleistern wiederholt werden, um Servicekonsistenz, Prozessabweichungen und wiederkehrende Verbesserungspunkte zu vergleichen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.4.title,trustItems.4.title,Célhoz kötött és bizalmas riportálás,Zweckgebundene und vertrauliche Berichterstattung,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.4.body,trustItems.4.body,A riportálás az egyeztetett scope-ra és a kijelölt megrendelői áttekintési folyamatra korlátozódik. Az egyes munkatársakra vonatkozó adatok szerepeltetése nem alapértelmezett jelentési elem; ilyen tartalom csak előzetesen egyeztetett adatvédelmi keretek között jelenhet meg.,Die Berichterstattung beschränkt sich auf den vereinbarten Prüfumfang und den festgelegten Überprüfungsprozess des Auftraggebers. Angaben zu einzelnen Mitarbeitern sind kein standardmäßiger Berichtsbestandteil; solche Inhalte können nur innerhalb vorab vereinbarter Datenschutzrahmen erscheinen.,legal_review_required
mystery-shopping-helyszini-audit:hu.serviceDetail.faqEyebrow,faq.eyebrow,GYAKORI KÉRDÉSEK,HÄUFIGE FRAGEN,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.faqTitle,faq.title,Mit kérdeznek leggyakrabban,Was am häufigsten gefragt wird,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.0.q,faq.0.q,Mit tartalmaz a Mystery Shopping és szolgáltatásaudit?,Was umfasst Mystery Shopping und Serviceaudit?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.0.a,faq.0.a,"A szolgáltatás az audit céljának, scope-jának és értékelési szempontjainak rögzítéséből, a próbavásárlási vagy ügyfélút-forgatókönyv kialakításából, a valós ügyfélhelyzetben történő megfigyelésből és a strukturált riport elkészítéséből áll.","Die Leistung besteht aus der Festlegung von Auditziel, Prüfumfang und Bewertungskriterien, der Entwicklung des Testkauf- oder Customer-Journey-Szenarios, der Beobachtung in realer Kundensituation und der Erstellung eines strukturierten Berichts.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.1.q,faq.1.q,"Hogyan határozzuk meg az audit scope-ját, és hogyan tartjuk a vizsgálatot az egyeztetett keretek között?","Wie wird der Prüfumfang festgelegt, und wie bleibt die Prüfung im vereinbarten Rahmen?",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.1.a,faq.1.a,"Az audit scope-ja a végrehajtás előtt kerül meghatározásra. Az Avenir előre rögzíti a célt, a forgatókönyvet, a vizsgálati szempontokat, a riportálási formát és a megengedett megfigyelési pontokat. A megállapítások az egyeztetett szolgáltatási kritériumokhoz és fejlesztési célokhoz kapcsolódnak, nem jogi következtetésként vagy fegyelmi bizonyítékként jelennek meg.","Der Prüfumfang wird vor der Durchführung festgelegt. Avenir definiert vorab das Ziel, das Szenario, die Prüfkriterien, die Berichtsform und die zulässigen Beobachtungspunkte. Die Feststellungen beziehen sich auf die vereinbarten Servicekriterien und Verbesserungsziele und erscheinen nicht als rechtliche Schlussfolgerung oder disziplinarischer Beweis.",legal_review_required
mystery-shopping-helyszini-audit:PILOT_HU.faq.2.q,faq.2.q,Mi vizsgálható a szolgáltatásaudit során?,Was kann im Rahmen des Serviceaudits geprüft werden?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.2.a,faq.2.a,"Az audit vizsgálhat brand audit szempontokat, Situation Shopping forgatókönyveket, ügyfélút-lépéseket, szolgáltatásminőségi kritériumokat, egyeztetett megfelelési pontokat és több helyszín közötti konzisztenciát. Példák lehetnek a kommunikáció, tájékoztatás, kiszolgálás, számlázási vagy nyugtaadási folyamatok, ha ezek az egyeztetett scope részét képezik.","Das Audit kann Brand-Audit-Aspekte, Situation-Shopping-Szenarien, Customer-Journey-Schritte, Servicequalitätskriterien, vereinbarte Compliance-Punkte und die Konsistenz zwischen mehreren Standorten prüfen. Beispiele sind Kommunikation, Information, Bedienung sowie Rechnungs- oder Belegausgabeprozesse, sofern sie Teil des vereinbarten Prüfumfangs sind.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.3.q,faq.3.q,Készül riport az eredményekről?,Wird ein Bericht über die Ergebnisse erstellt?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.3.a,faq.3.a,"Igen. Avenir strukturált riportot készít a megfigyelt folyamatról, az eltérésekről, visszatérő mintákról, kockázati pontokról és fejlesztési javaslatokról az egyeztetett scope szerint.","Ja. Avenir erstellt einen strukturierten Bericht über den beobachteten Prozess, die Abweichungen, wiederkehrenden Muster, Risikopunkte und Verbesserungsempfehlungen nach dem vereinbarten Prüfumfang.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.4.q,faq.4.q,Név szerint szerepelnek a munkatársak a jelentésben?,Werden Mitarbeiter im Bericht namentlich genannt?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.4.a,faq.4.a,"A jelentés alapértelmezés szerint folyamat- és szolgáltatásminőségi fókuszú. Név szerinti vagy személyes adatot érintő megjelenítés csak előzetesen egyeztetett keretek között, az alkalmazandó adatvédelmi követelményekkel összhangban történhet.",Der Bericht ist standardmäßig prozess- und servicequalitätsorientiert. Eine namentliche oder personenbezogene Darstellung kann nur innerhalb vorab vereinbarter Rahmen und im Einklang mit den anwendbaren Datenschutzanforderungen erfolgen.,legal_review_required
mystery-shopping-helyszini-audit:PILOT_HU.faq.5.q,faq.5.q,Megismételhető ugyanaz a forgatókönyv több helyszínen?,Kann dasselbe Szenario an mehreren Standorten wiederholt werden?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.5.a,faq.5.a,"Igen, egységes forgatókönyv és értékelési szempontok alapján több helyszín, szolgáltató, egység vagy időszak is összehasonlítható. Ez segít az eltérések, visszatérő minták és fejlesztési prioritások azonosításában.","Ja, auf Grundlage eines einheitlichen Szenarios und einheitlicher Bewertungskriterien können mehrere Standorte, Dienstleister, Einheiten oder Zeiträume verglichen werden. Das hilft, Abweichungen, wiederkehrende Muster und Verbesserungsprioritäten zu erkennen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.6.q,faq.6.q,Alkalmazható közlekedési vagy szolgáltatási ügyfélútra?,Ist die Methode auf Verkehrs- oder Service-Customer-Journeys anwendbar?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.6.a,faq.6.a,"Igen. Próbautazás vagy szolgáltatási ügyfélút keretében vizsgálható például a tájékoztatás, a kiszolgálás, a számlázási vagy nyugtaadási folyamat, a viselkedési protokoll és az előre meghatározott szolgáltatási vagy megfelelési szempontok teljesülése.","Ja. Im Rahmen einer Testfahrt oder einer Service-Customer-Journey können beispielsweise Information, Bedienung, Rechnungs- oder Belegausgabeprozesse, Verhaltensprotokolle und die Erfüllung vorab festgelegter Service- oder Compliance-Kriterien geprüft werden.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.7.q,faq.7.q,Mi a különbség a Mystery Shopping és a magánnyomozás között?,Worin unterscheidet sich Mystery Shopping von einer Privatermittlung?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.7.a,faq.7.a,"A Mystery Shopping és szolgáltatásaudit szolgáltatásminőséget, folyamatkövetést, ügyfélutat és egyeztetett megfelelési pontokat mér egy meghatározott scope alapján. Nem magánnyomozás, nem korlátlan megfigyelés, nem bizonyítékgyűjtés és nem fegyelmi automatizmus.","Mystery Shopping und Serviceaudit messen Servicequalität, Prozesstreue, Customer Journey und vereinbarte Compliance-Punkte auf Grundlage eines festgelegten Prüfumfangs. Es handelt sich nicht um Privatermittlung, nicht um unbegrenzte Beobachtung, nicht um Beweiserhebung und nicht um einen disziplinarischen Automatismus.",legal_review_required
mystery-shopping-helyszini-audit:hu.serviceDetail.relatedEyebrow,related.eyebrow,MÉG AZ AVENIRTŐL,WEITERES VON AVENIR,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.relatedTitle,related.title,Kapcsolódó szolgáltatások,Verwandte Leistungen,translated_draft
mystery-shopping-helyszini-audit:related.0.portaszolgalat.nameHu,related.0.title,Recepciós és portaszolgálat,Empfangs- und Pförtnerdienst,translated_draft
mystery-shopping-helyszini-audit:related.0.portaszolgalat.shortDescHu,related.0.description,"Recepciós és portaszolgálat látogatók, beszállítók, munkatársak, kulcsok, csomagok, naplózás és egyeztetett eszkaláció kezelésére.","Empfangs- und Pförtnerdienst für Besucher, Lieferanten, Mitarbeiter, Schlüssel, Pakete, Protokollierung und abgestimmte Eskalation.",translated_draft
mystery-shopping-helyszini-audit:related.1.soft-fm.nameHu,related.1.title,Soft FM,Soft FM,translated_draft
mystery-shopping-helyszini-audit:related.1.soft-fm.shortDescHu,related.1.description,"Soft FM takarítási, kertészeti, higiéniai, hulladékkezelési támogatási és szolgáltatókezelési feladatokra, egyeztetett scope-pal, minőségellenőrzéssel és írásos riportálással.","Soft FM für Reinigung, Grünpflege, Hygiene, Unterstützung bei der Abfallentsorgung und Dienstleistersteuerung, mit vereinbartem Leistungsumfang, Qualitätskontrolle und schriftlichem Berichtswesen.",translated_draft
mystery-shopping-helyszini-audit:related.2.rendezvenybiztositas.nameHu,related.2.title,Rendezvénybiztosítás,Veranstaltungssicherheit,translated_draft
mystery-shopping-helyszini-audit:related.2.rendezvenybiztositas.shortDescHu,related.2.description,"Rendezvénybiztosítás vállalati, zártkörű és nyilvános eseményekre, beléptetéssel, közönségáramlás-támogatással, zónakezeléssel, incidensrögzítéssel és szervezői eszkalációval.","Veranstaltungssicherheit für Firmen-, geschlossene und öffentliche Veranstaltungen, mit Zutrittskontrolle, Unterstützung der Besucherströme, Zonenmanagement, Vorfallerfassung und Eskalation an die Veranstaltungsleitung.",translated_draft
mystery-shopping-helyszini-audit:related.3.objektumorzes.nameHu,related.3.title,Élőerős objektumőrzés,Objektschutz vor Ort,translated_draft
mystery-shopping-helyszini-audit:related.3.objektumorzes.shortDescHu,related.3.description,"Élőerős objektumőrzés beléptetéssel, járőrözéssel, incidenskezeléssel, szolgálati naplóval és egyeztetett eszkalációs renddel.","Objektschutz vor Ort mit Zutrittskontrolle, Kontrollgängen, Vorfallbearbeitung, Dienstbuch und abgestimmter Eskalationsordnung.",translated_draft
mystery-shopping-helyszini-audit:serviceDetail.hero.cta,cta.hero,Ajánlatkérés,Angebot anfordern,translated_draft
mystery-shopping-helyszini-audit:SERVICE_QUOTE_COPY.hu.button,cta.embedded.collapsedButton,Ajánlatkérés,Angebot anfordern,translated_draft
rendezvenybiztositas:seoTitleHu,meta.title,Rendezvénybiztosítás | Avenir,Veranstaltungssicherheit | Avenir,translated_draft
rendezvenybiztositas:seoDescriptionHu,meta.description,"Rendezvénybiztosítás beléptetéssel, vendég- és közönségáramlás támogatásával, zónakezeléssel, incidensjelzéssel és szervezői kapcsolattartással.","Veranstaltungssicherheit mit Zutrittskontrolle, Unterstützung der Gäste- und Besucherströme, Zonenmanagement, Vorfallmeldung und Kontakt zur Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:nameHu,hero.h1,Rendezvénybiztosítás,Veranstaltungssicherheit,translated_draft
rendezvenybiztositas:valuePropositionHu,hero.subhead,"A rendezvénybiztosítás célja, hogy a beléptetés, a vendég- és közönségáramlás, a zónakezelés, a konfliktusmegelőzés és az incidenskezelés vállalati, zártkörű és nyilvános eseményeken is egyeztetett keretben működjön.","Ziel der Veranstaltungssicherheit ist, dass Zutrittskontrolle, Gäste- und Besucherströme, Zonenmanagement, Konfliktprävention und Vorfallbearbeitung bei Firmen-, geschlossenen und öffentlichen Veranstaltungen in einem abgestimmten Rahmen funktionieren.",translated_draft
rendezvenybiztositas:PILOT_HU.longDesc.body.0,body.1,"A rendezvénybiztosítás nem kizárólag vállalati vagy zártkörű eseményekre vonatkozik. A rendezvény jellegétől függően az Avenir támogatja a beléptetést, a vendég- vagy közönségáramlás kezelését, a zárt területek és zónák kezelését, a peremterületek felügyeleti rendjét, a konfliktusmegelőzést, az incidensrögzítést és a szervező által meghatározott eszkalációs folyamatot.","Veranstaltungssicherheit beschränkt sich nicht auf Firmen- oder geschlossene Veranstaltungen. Je nach Charakter der Veranstaltung unterstützt Avenir die Zutrittskontrolle, die Lenkung der Gäste- oder Besucherströme, das Management geschlossener Bereiche und Zonen, die Überwachungsordnung der Randbereiche, die Konfliktprävention, die Vorfallerfassung und den von der Veranstaltungsleitung festgelegten Eskalationsprozess.",translated_draft
rendezvenybiztositas:PILOT_HU.longDesc.body.1,body.2,"A vállalati és zártkörű eseményeknél ide tartozhatnak konferenciák, üzleti találkozók, kiállítások, termékbemutatók, VIP-, backstage- vagy más zárt területek. Nyilvános eseményeknél, fesztiváloknál, koncerteknél, sporteseményeknél és kulturális programoknál a hangsúly a közönségáramlás, a több belépési pont, a zónák és a szervezői kapcsolattartási lánc egyeztetett működésére kerül.","Bei Firmen- und geschlossenen Veranstaltungen können dazu Konferenzen, Geschäftstreffen, Ausstellungen, Produktpräsentationen sowie VIP-, Backstage- oder andere geschlossene Bereiche gehören. Bei öffentlichen Veranstaltungen, Festivals, Konzerten, Sportveranstaltungen und Kulturprogrammen liegt der Schwerpunkt auf dem abgestimmten Zusammenspiel von Besucherströmen, mehreren Zutrittspunkten, Zonen und der Kontaktkette zur Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.longDesc.body.2,body.3,"A cél nem az, hogy általános garanciát adjunk minden helyzetre, hanem hogy a rendezvény ideje alatt átlátható biztonsági keret működjön: beléptetés támogatásával, vendég- vagy közönségáramlás kezelésével, konfliktusmegelőző jelenléttel, incidensrögzítéssel, eszkalációs renddel és rendezvényzáró visszajelzéssel.","Ziel ist nicht, eine allgemeine Garantie für jede Situation zu geben, sondern dass während der Veranstaltung ein transparenter Sicherheitsrahmen funktioniert: mit Unterstützung der Zutrittskontrolle, Lenkung der Gäste- oder Besucherströme, konfliktpräventiver Präsenz, Vorfallerfassung, Eskalationsordnung und einer Rückmeldung zum Veranstaltungsabschluss.",translated_draft
rendezvenybiztositas:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
rendezvenybiztositas:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.0,useCases.0,"Vállalati rendezvények, konferenciák és üzleti események","Firmenveranstaltungen, Konferenzen und Geschäftsevents",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.1,useCases.1,"Zártkörű események, termékbemutatók és kiállítások","Geschlossene Veranstaltungen, Produktpräsentationen und Ausstellungen",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.2,useCases.2,Fesztiválok és szabadtéri kulturális rendezvények,Festivals und Open-Air-Kulturveranstaltungen,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.3,useCases.3,Koncertek és beltéri nyilvános előadások,Konzerte und öffentliche Indoor-Veranstaltungen,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.4,useCases.4,Sportesemények és tornák,Sportveranstaltungen und Turniere,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.5,useCases.5,"VIP-, backstage-, zárt vagy kiemelt területekkel rendelkező rendezvények","Veranstaltungen mit VIP-, Backstage-, geschlossenen oder besonders geschützten Bereichen",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.6,useCases.6,"Több belépési ponttal, közönségáramlással vagy szervezői koordinációval járó események","Events mit mehreren Zutrittspunkten, Besucherströmen oder Koordinationsbedarf mit der Veranstaltungsleitung",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.7,useCases.7,Incidensrögzítést és eszkalációs keretet igénylő rendezvények,"Veranstaltungen, die Vorfallerfassung und einen Eskalationsrahmen erfordern",translated_draft
rendezvenybiztositas:hu.serviceDetail.includedEyebrow,included.eyebrow,TARTALOM,LEISTUNGSUMFANG,translated_draft
rendezvenybiztositas:hu.serviceDetail.includedTitle,included.title,Mit tartalmaz,Was enthalten ist,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.0,includedItems.0,Beléptetés és belépési pontok kezelése,Zutrittskontrolle und Management der Zutrittspunkte,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.1,includedItems.1,Vendég- és közönségáramlás támogatása,Unterstützung der Gäste- und Besucherströme,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.2,includedItems.2,"Zónák, peremterületek és zárt területek kezelése","Management von Zonen, Randbereichen und geschlossenen Bereichen",translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.3,includedItems.3,"VIP-, backstage- vagy kiemelt területek támogatása, ha a rendezvény jellege indokolja","Betreuung von VIP-, Backstage- oder besonders geschützten Bereichen, sofern der Veranstaltungscharakter dies erfordert",translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.4,includedItems.4,Konfliktusmegelőzés és incidenseszkaláció,Konfliktprävention und Vorfalleskalation,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.5,includedItems.5,Incidensrögzítés és rendezvénybiztosítási jelentés,Vorfallerfassung und Bericht zur Veranstaltungssicherheit,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.6,includedItems.6,Több belépési pont kezelése nyilvános vagy nagyobb létszámú eseményeken,Management mehrerer Zutrittspunkte bei öffentlichen oder größeren Veranstaltungen,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.7,includedItems.7,Kapcsolattartás a szervező által meghatározott felelősökkel és eszkalációs pontokkal,Kontakt zu den von der Veranstaltungsleitung benannten Verantwortlichen und Eskalationspunkten,translated_draft
rendezvenybiztositas:hu.serviceDetail.processEyebrow,process.eyebrow,FOLYAMAT,ABLAUF,translated_draft
rendezvenybiztositas:hu.serviceDetail.processTitle,process.title,Hogyan indul az együttműködés,So startet die Zusammenarbeit,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.0.title,processSteps.0.title,Rendezvény scope és helyszíni igények egyeztetése,Abstimmung von Veranstaltungsumfang und Standortbedarf,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.0.body,processSteps.0.body,"Rögzítjük a rendezvény típusát, időtartamát, várható vendég- vagy közönségáramlását, helyszíni adottságait, zónáit és a szervezői elvárásokat.","Wir erfassen Art und Dauer der Veranstaltung, die erwarteten Gäste- oder Besucherströme, die örtlichen Gegebenheiten, die Zonen und die Erwartungen der Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.1.title,processSteps.1.title,"Belépési pontok, zónák és szervezői kapcsolattartás feltérképezése","Erfassung von Zutrittspunkten, Zonen und Kontaktwegen zur Veranstaltungsleitung",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.1.body,processSteps.1.body,"Áttekintjük a beléptetési pontokat, zárt vagy kiemelt területeket, vendég- vagy közönségáramlási irányokat, peremterületeket és a szervezői kapcsolattartási rendet.","Wir prüfen die Zutrittspunkte, geschlossene oder besonders geschützte Bereiche, die Richtungen der Gäste- oder Besucherströme, die Randbereiche und die Kontaktordnung der Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.2.title,processSteps.2.title,Biztonsági személyzeti és eszkalációs rend kialakítása,Gestaltung der Personal- und Eskalationsordnung,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.2.body,processSteps.2.body,"A szükséges biztonsági jelenlétet, jogosultsági pontokat, kapcsolattartási láncot és incidensjelzési rendet az esemény scope-ja és szerződéses keretei alapján határozzuk meg.","Die erforderliche Sicherheitspräsenz, die Berechtigungspunkte, die Kontaktkette und die Vorfallmeldeordnung legen wir auf Grundlage des Veranstaltungsumfangs und der vertraglichen Rahmenbedingungen fest.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.3.title,processSteps.3.title,"Rendezvény alatti beléptetési, zónakezelési és incidensjelzési támogatás","Unterstützung von Zutrittskontrolle, Zonenmanagement und Vorfallmeldung während der Veranstaltung",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.3.body,processSteps.3.body,"A rendezvény alatt a biztonsági személyzet a beléptetés, a zónakezelés, a vendég- vagy közönségáramlás és az incidensjelzés egyeztetett rendjét támogatja.","Während der Veranstaltung unterstützt das Sicherheitspersonal die abgestimmte Ordnung von Zutrittskontrolle, Zonenmanagement, Gäste- oder Besucherströmen und Vorfallmeldung.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.4.title,processSteps.4.title,"Események, eltérések és beavatkozások dokumentálása","Dokumentation von Ereignissen, Abweichungen und Eingriffen",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.4.body,processSteps.4.body,"A releváns eseményeket, eltéréseket és beavatkozásokat a megrendelővel egyeztetett dokumentálási szint szerint rögzítjük.","Die relevanten Ereignisse, Abweichungen und Eingriffe erfassen wir nach dem mit dem Auftraggeber abgestimmten Dokumentationsumfang.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.5.title,processSteps.5.title,Rendezvényzáró visszajelzés és fejlesztési javaslatok egyeztetése,Abschlussrückmeldung und Abstimmung von Verbesserungsvorschlägen,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.5.body,processSteps.5.body,"A rendezvényt követően összefoglalható, mi működött jól, hol volt eltérés, és milyen módosítás segítheti a következő esemény működését.","Nach der Veranstaltung lässt sich zusammenfassen, was gut funktioniert hat, wo es Abweichungen gab und welche Anpassungen den Ablauf der nächsten Veranstaltung unterstützen können.",translated_draft
rendezvenybiztositas:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
rendezvenybiztositas:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.0.title,trustItems.0.title,Rendezvényre szabott biztosítási terv,Auf die Veranstaltung zugeschnittenes Sicherheitskonzept,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.0.body,trustItems.0.body,"A biztonsági jelenlét, a belépési pontok, a zónák, a vendég- vagy közönségáramlás és az eszkalációs útvonalak a rendezvény típusához és az egyeztetett scope-hoz igazodnak.","Sicherheitspräsenz, Zutrittspunkte, Zonen, Gäste- oder Besucherströme und Eskalationswege richten sich nach dem Veranstaltungstyp und dem vereinbarten Umfang.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.1.title,trustItems.1.title,Közönségáramlás és belépési pontok kezelése,Management von Besucherströmen und Zutrittspunkten,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.1.body,trustItems.1.body,"A beléptetés, a vendég- vagy közönségmozgás és a több belépési pont kezelése a rendezvény elrendezéséhez, várható forgalmához és a szervező által meghatározott szabályokhoz igazodik.","Zutrittskontrolle, Gäste- oder Besucherbewegungen und das Management mehrerer Zutrittspunkte richten sich nach dem Veranstaltungslayout, dem erwarteten Aufkommen und den Regeln der Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.2.title,trustItems.2.title,"Zónák, peremterületek és zárt területek kezelése","Management von Zonen, Randbereichen und geschlossenen Bereichen",translated_draft
