key,section,hu_text,de_text,de_status
biztonsagtechnika:PILOT_HU.longDesc.body.2,body.3,"Az Avenir a biztonságtechnikai felmérés és tervezés során az adatvédelmi szempontokat is beépíti: a dokumentált célt, az arányos látómezőt, a hozzáférési jogosultságokat, az érintetti tájékoztatást és a megőrzési logikát a helyszín működéséhez és az ügyfél adatvédelmi keretéhez igazítja. Ez támogatja az ügyfél adatvédelmi felülvizsgálatát; a jogalap és a végső adatvédelmi döntések az ügyfél és tanácsadói körében maradnak.","Avenir bezieht bei der sicherheitstechnischen Bestandsaufnahme und Planung auch die Datenschutzaspekte ein: Der dokumentierte Zweck, der verhältnismäßige Erfassungsbereich, die Zugriffsberechtigungen, die Information der Betroffenen und die Speicherlogik werden auf den Betrieb des Standorts und den Datenschutzrahmen des Kunden abgestimmt — im Einklang mit den Grundsätzen der DSGVO und dem in Ungarn anwendbaren Rechtsrahmen. Dies unterstützt die datenschutzrechtliche Prüfung des Kunden; die Rechtsgrundlage und die abschließenden Datenschutzentscheidungen verbleiben beim Kunden und seinen Beratern.",legal_review_required
biztonsagtechnika:PILOT_HU.longDesc.body.3,body.4,"A cél egy átlátható, karbantartható és napi működésben is használható biztonságtechnikai réteg: olyan megoldás, amely nem csak rögzít, hanem segíti az észlelést, az eszkalációt, a beléptetést, a riportálást és a döntéshozatalt.","Ziel ist eine transparente, wartbare und im Tagesbetrieb nutzbare sicherheitstechnische Ebene: eine Lösung, die nicht nur aufzeichnet, sondern Erkennung, Eskalation, Zutrittskontrolle, Berichtswesen und Entscheidungsfindung unterstützt.",translated_draft
biztonsagtechnika:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
biztonsagtechnika:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
biztonsagtechnika:PILOT_HU.useCases.0,useCases.0,Irodaházak és üzleti központok beléptetési pontjai,Zutrittspunkte von Bürogebäuden und Businesscentern,translated_draft
biztonsagtechnika:PILOT_HU.useCases.1,useCases.1,Ipari és logisztikai telephelyek kamerás és riasztási zónái,Kamera- und Alarmzonen von Industrie- und Logistikstandorten,translated_draft
biztonsagtechnika:PILOT_HU.useCases.2,useCases.2,"Raktárak, teherkapuk és kritikus belépési pontok","Lager, Lkw-Tore und kritische Zutrittspunkte",translated_draft
biztonsagtechnika:PILOT_HU.useCases.3,useCases.3,"Olyan helyszínek, ahol az élőerős őrzést technikai támogatással kell kiegészíteni","Standorte, an denen der personelle Objektschutz technisch ergänzt werden soll",translated_draft
biztonsagtechnika:PILOT_HU.useCases.4,useCases.4,"Meglévő kamerarendszer, beléptető vagy riasztási folyamat felülvizsgálata","Überprüfung vorhandener Kamerasysteme, Zutrittskontroll- oder Alarmprozesse",translated_draft
biztonsagtechnika:hu.serviceDetail.includedEyebrow,included.eyebrow,TARTALOM,LEISTUNGSUMFANG,translated_draft
biztonsagtechnika:hu.serviceDetail.includedTitle,included.title,Mit tartalmaz,Was enthalten ist,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.0,includedItems.0,Kamerarendszer és megfigyelési pontok felmérése,Bestandsaufnahme des Kamerasystems und der Überwachungspunkte,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.1,includedItems.1,Beléptetési pontok és jogosultsági folyamatok áttekintése,Überprüfung der Zutrittspunkte und Berechtigungsprozesse,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.2,includedItems.2,Behatolásjelzés és riasztási folyamatok vizsgálata,Prüfung von Einbruchmeldung und Alarmprozessen,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.3,includedItems.3,Élőerős őrzéssel és portaszolgálattal való összekapcsolás,Verknüpfung mit Objektschutz und Pförtnerdienst,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.4,includedItems.4,Jelzéskezelési és eszkalációs rend kialakítása,Gestaltung der Meldungsbearbeitungs- und Eskalationsordnung,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.5,includedItems.5,Helyszíni biztonsági felmérés és technológiai javaslat,Sicherheitsbegehung vor Ort und Technologievorschlag,translated_draft
biztonsagtechnika:PILOT_HU.includedItems.6,includedItems.6,Eseményrögzítés és riportálási támogatás,Ereigniserfassung und Unterstützung des Berichtswesens,translated_draft
biztonsagtechnika:hu.serviceDetail.processEyebrow,process.eyebrow,FOLYAMAT,ABLAUF,translated_draft
biztonsagtechnika:hu.serviceDetail.processTitle,process.title,Hogyan indul az együttműködés,So startet die Zusammenarbeit,translated_draft
biztonsagtechnika:PILOT_HU.processSteps.0.title,processSteps.0.title,Helyszíni biztonságtechnikai felmérés,Sicherheitstechnische Begehung vor Ort,translated_draft
biztonsagtechnika:PILOT_HU.processSteps.0.body,processSteps.0.body,"Áttekintjük a helyszín belépési pontjait, kamerás lefedettségét, riasztási folyamatait és a kapcsolódó őrzési vagy portaszolgálati működést.","Wir prüfen die Zutrittspunkte des Standorts, die Kameraabdeckung, die Alarmprozesse und den zugehörigen Objektschutz- oder Pförtnerbetrieb.",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.1.title,processSteps.1.title,"Kritikus pontok, belépési zónák és kockázati területek azonosítása","Identifikation kritischer Punkte, Zutrittszonen und Risikobereiche",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.1.body,processSteps.1.body,"Azonosítjuk azokat a zónákat, ahol a mozgás, a jogosultság, a teherforgalom vagy a visszatérő események technikai támogatást igényelnek.","Wir identifizieren die Zonen, in denen Bewegungen, Berechtigungen, Lieferverkehr oder wiederkehrende Ereignisse technische Unterstützung erfordern.",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.2.title,processSteps.2.title,"Kamera-, beléptető-, riasztási és jelzéskezelési folyamatok áttekintése","Überprüfung der Kamera-, Zutritts-, Alarm- und Meldungsprozesse",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.2.body,processSteps.2.body,"Megnézzük, hogy a meglévő vagy tervezett technikai rendszer hogyan támogatja az észlelést, a beléptetést, a riasztást és az eseménykezelést.","Wir prüfen, wie das vorhandene oder geplante technische System Erkennung, Zutrittskontrolle, Alarmierung und Ereignisbearbeitung unterstützt.",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.3.title,processSteps.3.title,Technikai és élőerős vagyonvédelmi működés összehangolása,Abstimmung von technischem und personellem Sicherheitsbetrieb,translated_draft
biztonsagtechnika:PILOT_HU.processSteps.3.body,processSteps.3.body,"A technikai jelzéseket az őri, portaszolgálati, kapcsolattartói és távfelügyeleti folyamatokhoz igazítjuk.","Die technischen Meldungen stimmen wir auf die Prozesse von Sicherheitspersonal, Pförtnerdienst, Ansprechpartnern und Fernüberwachung ab.",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.4.title,processSteps.4.title,"Eszkalációs, riportálási és karbantartási szempontok rögzítése","Festlegung von Eskalations-, Berichts- und Wartungsaspekten",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.4.body,processSteps.4.body,"Rögzítjük, milyen eseményre ki reagál, mit kell naplózni, milyen riport készül, és hogyan marad karbantartható a rendszer.","Wir halten fest, wer auf welches Ereignis reagiert, was zu protokollieren ist, welcher Bericht erstellt wird und wie das System wartbar bleibt.",translated_draft
biztonsagtechnika:PILOT_HU.processSteps.5.title,processSteps.5.title,Javaslat a biztonságtechnikai működés fejlesztésére vagy integrálására,Vorschlag zur Weiterentwicklung oder Integration des sicherheitstechnischen Betriebs,translated_draft
biztonsagtechnika:PILOT_HU.processSteps.5.body,processSteps.5.body,"A felmérés alapján gyakorlati javaslatot adunk arra, hogyan tud a technika jobban kapcsolódni a napi biztonsági működéshez.","Auf Grundlage der Bestandsaufnahme geben wir einen praxisnahen Vorschlag, wie die Technik besser an den täglichen Sicherheitsbetrieb angebunden werden kann.",translated_draft
biztonsagtechnika:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
biztonsagtechnika:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.0.title,trustItems.0.title,Helyszínre szabott biztonságtechnikai felmérés,Standortgerechte sicherheitstechnische Bestandsaufnahme,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.0.body,trustItems.0.body,"A technikai igényeket helyszíni felmérés és működési áttekintés alapján rögzítjük, nem önálló eszközlistaként.",Die technischen Anforderungen erfassen wir auf Grundlage einer Begehung vor Ort und einer Betriebsanalyse — nicht als bloße Geräteliste.,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.1.title,trustItems.1.title,Biztonságtechnikai engedéllyel támogatott működés,Betrieb auf Grundlage der sicherheitstechnischen Genehmigung,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.1.body,trustItems.1.body,A szolgáltatás a biztonságtechnikai engedélyhez és a helyszíni szerződéses igényekhez igazodva alakítható ki.,Die Leistung wird im Einklang mit der sicherheitstechnischen Genehmigung und den vertraglichen Anforderungen des Standorts gestaltet.,legal_review_required
biztonsagtechnika:PILOT_HU.trustItems.2.title,trustItems.2.title,Integráció a helyszíni működéssel és eszkalációs lánccal,Integration in den Standortbetrieb und die Eskalationskette,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.2.body,trustItems.2.body,"A kamera-, beléptetési és riasztási jelzések akkor adnak valódi működési értéket, ha kapcsolódnak az őri jelenléthez, a portaszolgálati folyamatokhoz, a meghatározott eszkalációs útvonalakhoz és az egyértelműen kijelölt reagálási felelősségekhez.","Kamera-, Zutritts- und Alarmmeldungen schaffen erst dann echten betrieblichen Wert, wenn sie mit der Präsenz des Sicherheitspersonals, den Pförtnerprozessen, den definierten Eskalationswegen und klar benannten Reaktionsverantwortlichkeiten verbunden sind.",translated_draft
biztonsagtechnika:PILOT_HU.trustItems.3.title,trustItems.3.title,Kapcsolódás portaszolgálati és beléptetési folyamatokhoz,Anbindung an Pförtner- und Zutrittsprozesse,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.3.body,trustItems.3.body,"A technikai rendszer támogathatja a vendég-, beszállítói és munkatársi beléptetést, valamint a jogosultsági szabályok követését.","Das technische System kann die Zutrittskontrolle von Besuchern, Lieferanten und Mitarbeitern sowie die Einhaltung der Berechtigungsregeln unterstützen.",translated_draft
biztonsagtechnika:PILOT_HU.trustItems.4.title,trustItems.4.title,Adatvédelmi szempontokat beépítő biztonságtechnikai tervezés,"Sicherheitstechnische Planung, die Datenschutzaspekte einbezieht",translated_draft
biztonsagtechnika:PILOT_HU.trustItems.4.body,trustItems.4.body,"A kameraképek lefedettsége, a látómező, a hozzáférési jogosultságok, az érintetti tájékoztatás és a megőrzési logika a biztonságtechnikai felmérés és tervezés részeként kezelendő.","Die Abdeckung der Kamerabilder, der Erfassungsbereich, die Zugriffsberechtigungen, die Information der Betroffenen und die Speicherlogik sind als Teil der sicherheitstechnischen Bestandsaufnahme und Planung zu behandeln.",legal_review_required
biztonsagtechnika:PILOT_HU.trustItems.5.title,trustItems.5.title,Dokumentált megállapítások és megvalósítási javaslat,Dokumentierte Feststellungen und Umsetzungsvorschlag,translated_draft
biztonsagtechnika:PILOT_HU.trustItems.5.body,trustItems.5.body,"A felmérés eredménye riportálható megállapításokban, prioritásokban, integrációs pontokban és megvalósítási javaslatban foglalható össze.","Das Ergebnis der Bestandsaufnahme lässt sich in berichtsfähigen Feststellungen, Prioritäten, Integrationspunkten und einem Umsetzungsvorschlag zusammenfassen.",translated_draft
biztonsagtechnika:PILOT_HU.trustItems.6.title,trustItems.6.title,ISO 9001 és ISO 27001 által támogatott működési fegyelem,"Betriebsdisziplin, gestützt auf ISO 9001 und ISO 27001",translated_draft
biztonsagtechnika:PILOT_HU.trustItems.6.body,trustItems.6.body,"A működés ISO 9001 és ISO 27001 tanúsított irányítási rendszerekhez illeszkedő szabályozott folyamatokra építhető, amennyiben az adott folyamatok a tanúsított működési körbe tartoznak.","Der Betrieb kann auf geregelte Prozesse gestützt werden, die an die nach ISO 9001 und ISO 27001 zertifizierten Managementsysteme anschließen, sofern die betreffenden Prozesse in den zertifizierten Geltungsbereich fallen.",translated_draft
biztonsagtechnika:hu.serviceDetail.faqEyebrow,faq.eyebrow,GYAKORI KÉRDÉSEK,HÄUFIGE FRAGEN,translated_draft
biztonsagtechnika:hu.serviceDetail.faqTitle,faq.title,Mit kérdeznek leggyakrabban,Was am häufigsten gefragt wird,translated_draft
biztonsagtechnika:PILOT_HU.faq.0.q,faq.0.q,Mit jelent a biztonságtechnika az Avenir szolgáltatásában?,Was bedeutet Sicherheitstechnik in der Leistung von Avenir?,translated_draft
biztonsagtechnika:PILOT_HU.faq.0.a,faq.0.a,"A biztonságtechnika a helyszíni vagyonvédelem technikai rétegét jelenti: kamerarendszert, beléptetést, behatolásjelzést, riasztási folyamatot, jelzéskezelést és ezek szabályozott működését. A cél, hogy a technika ne különálló eszköz legyen, hanem támogassa az őrzést, a portaszolgálatot és az eszkalációt.","Sicherheitstechnik ist die technische Ebene der Sicherheit vor Ort: Kamerasystem, Zutrittskontrolle, Einbruchmeldung, Alarmprozess, Meldungsbearbeitung und deren geregelter Betrieb. Ziel ist, dass die Technik kein isoliertes Gerät bleibt, sondern Objektschutz, Pförtnerdienst und Eskalation unterstützt.",translated_draft
biztonsagtechnika:PILOT_HU.faq.1.q,faq.1.q,Összeköthető a biztonságtechnika az élőerős őrzéssel?,Lässt sich die Sicherheitstechnik mit dem personellen Objektschutz verbinden?,translated_draft
biztonsagtechnika:PILOT_HU.faq.1.a,faq.1.a,"Igen. A kamerarendszer, beléptető vagy riasztási folyamat akkor ad valódi értéket, ha az őrök, a porta, a kapcsolattartók és az eszkalációs rend is tudja, mikor milyen jelzésre mi a teendő.","Ja. Kamerasystem, Zutrittskontrolle oder Alarmprozess schaffen erst dann echten Wert, wenn auch Sicherheitspersonal, Pforte, Ansprechpartner und Eskalationsordnung wissen, was bei welcher Meldung zu tun ist.",translated_draft
biztonsagtechnika:PILOT_HU.faq.2.q,faq.2.q,Milyen helyszíneken hasznos a biztonságtechnikai felmérés?,An welchen Standorten ist eine sicherheitstechnische Bestandsaufnahme sinnvoll?,translated_draft
biztonsagtechnika:PILOT_HU.faq.2.a,faq.2.a,"Különösen hasznos irodaházaknál, ipari és logisztikai telephelyeken, raktáraknál, teherkapuknál, több belépési ponttal működő objektumoknál, illetve olyan helyszíneken, ahol visszatérő incidensek vagy ellenőrizetlen mozgások fordulnak elő.","Besonders sinnvoll ist sie bei Bürogebäuden, Industrie- und Logistikstandorten, Lagern, Lkw-Toren, Objekten mit mehreren Zutrittspunkten sowie an Standorten mit wiederkehrenden Vorfällen oder unkontrollierten Bewegungen.",translated_draft
biztonsagtechnika:PILOT_HU.faq.3.q,faq.3.q,"Csak új rendszert lehet tervezni, vagy meglévő rendszert is felül lehet vizsgálni?",Kann nur ein neues System geplant oder auch ein bestehendes überprüft werden?,translated_draft
biztonsagtechnika:PILOT_HU.faq.3.a,faq.3.a,"Meglévő kamerarendszer, beléptető vagy riasztási folyamat is felülvizsgálható. Ilyenkor azt nézzük meg, hogy a jelenlegi technika támogatja-e a napi működést, az őrzést, az eseménykezelést és a riportálást.","Auch vorhandene Kamerasysteme, Zutrittskontroll- oder Alarmprozesse können überprüft werden. Dabei untersuchen wir, ob die aktuelle Technik den täglichen Betrieb, den Objektschutz, die Ereignisbearbeitung und das Berichtswesen unterstützt.",translated_draft
biztonsagtechnika:PILOT_HU.faq.4.q,faq.4.q,Kapcsolódhat a rendszer távfelügyelethez?,Kann das System an eine Fernüberwachung angebunden werden?,translated_draft
biztonsagtechnika:PILOT_HU.faq.4.a,faq.4.a,"Igen, ahol erre szükség van, a biztonságtechnikai folyamat kapcsolódhat távfelügyeleti vagy jelzéskezelési működéshez. Ennek részleteit a helyszíni kockázatok, a technikai adottságok és a szerződéses igények alapján érdemes rögzíteni.","Ja, wo dies erforderlich ist, kann der sicherheitstechnische Prozess an eine Fernüberwachung oder Meldungsbearbeitung angebunden werden. Die Einzelheiten sollten auf Grundlage der Standortrisiken, der technischen Gegebenheiten und der vertraglichen Anforderungen festgelegt werden.",translated_draft
biztonsagtechnika:PILOT_HU.faq.5.q,faq.5.q,Miért fontos a rögzített eszkalációs rend?,Warum ist eine festgeschriebene Eskalationsordnung wichtig?,translated_draft
biztonsagtechnika:PILOT_HU.faq.5.a,faq.5.a,"Az eszkalációs rend határozza meg, hogy riasztás, rendkívüli esemény vagy jogosulatlan belépési kísérlet esetén ki kap jelzést, milyen sorrendben történik az értesítés, mit kell rögzíteni, és hogyan zárul le az esemény kezelése.","Die Eskalationsordnung legt fest, wer bei Alarm, außergewöhnlichem Ereignis oder unbefugtem Zutrittsversuch eine Meldung erhält, in welcher Reihenfolge benachrichtigt wird, was zu erfassen ist und wie die Bearbeitung des Ereignisses abgeschlossen wird.",translated_draft
biztonsagtechnika:PILOT_HU.faq.6.q,faq.6.q,"Miben más ez, mint egy egyszerű kamera- vagy riasztórendszer?",Worin unterscheidet sich das von einem einfachen Kamera- oder Alarmsystem?,translated_draft
biztonsagtechnika:PILOT_HU.faq.6.a,faq.6.a,"Egy kamera- vagy riasztórendszer önmagában csak eszköz. Avenir szemléletében a biztonságtechnika a teljes helyszíni működés része: kapcsolódik az őrzéshez, a portaszolgálathoz, a beléptetéshez, a jelzéskezeléshez és a riportáláshoz.","Ein Kamera- oder Alarmsystem ist für sich genommen nur ein Gerät. Im Verständnis von Avenir ist Sicherheitstechnik Teil des gesamten Standortbetriebs: verbunden mit Objektschutz, Pförtnerdienst, Zutrittskontrolle, Meldungsbearbeitung und Berichtswesen.",translated_draft
biztonsagtechnika:PILOT_HU.faq.7.q,faq.7.q,Kell-e adatvédelmi szempontokat vizsgálni kamerarendszer kialakításánál?,Müssen bei der Gestaltung eines Kamerasystems Datenschutzaspekte geprüft werden?,translated_draft
biztonsagtechnika:PILOT_HU.faq.7.a,faq.7.a,"Igen. Kamerarendszer tervezésekor a célhoz kötöttség, az érintetti tájékoztatás, a jogos érdek dokumentálása, a kamerák látószöge, a megőrzési idő és a helyszín saját adatkezelési környezete is vizsgálandó. Ez nem jogi tanácsadás, de a műszaki javaslatnak ezekkel a szempontokkal is számolnia kell.","Ja. Bei der Planung eines Kamerasystems sind die Zweckbindung, die Information der Betroffenen, die Dokumentation des berechtigten Interesses, der Erfassungsbereich der Kameras, die Speicherdauer und das eigene Datenschutzumfeld des Standorts zu prüfen. Dies ist keine Rechtsberatung, doch der technische Vorschlag muss diese Aspekte berücksichtigen.",legal_review_required
biztonsagtechnika:PILOT_HU.faq.8.q,faq.8.q,Milyen szempontok befolyásolják a kamerafelvételek megőrzési idejét?,Welche Faktoren beeinflussen die Speicherdauer von Kameraaufnahmen?,translated_draft
biztonsagtechnika:PILOT_HU.faq.8.a,faq.8.a,"A megőrzési időt a rögzítés célja, a helyszín kockázati profilja, az incidenskezelési igény, a belső szabályzat és az adatvédelmi környezet befolyásolja. Nincs minden helyszínre azonos, általános válasz; a megőrzési rendet szakmailag indokoltan kell kialakítani.","Die Speicherdauer wird vom Zweck der Aufzeichnung, vom Risikoprofil des Standorts, vom Bedarf der Vorfallbearbeitung, von internen Richtlinien und vom Datenschutzumfeld beeinflusst. Eine für alle Standorte gleiche, allgemeine Antwort gibt es nicht; die Speicherordnung ist fachlich begründet festzulegen.",legal_review_required
biztonsagtechnika:DE_ONLY.faq.9.q,faq.9.q,[DE-only addition — no HU source],Wer führt die Interessenabwägung für eine Videoüberwachung durch?,legal_review_required
biztonsagtechnika:DE_ONLY.faq.9.a,faq.9.a,[DE-only addition — no HU source],"Die Interessenabwägung — etwa zur Stützung eines berechtigten Interesses nach der DSGVO — ist Teil des Datenschutzrahmens des Kunden als Verantwortlichem. Avenir liefert dafür die technische und betriebliche Grundlage: den dokumentierten Zweck, die Erfassungsbereiche sowie die Zugriffs- und Speicherlogik. Die Bewertung selbst und die Entscheidung über die Rechtsgrundlage verbleiben beim Kunden und seinen Beratern. Dies ist keine Rechtsberatung.",legal_review_required
biztonsagtechnika:DE_ONLY.faq.10.q,faq.10.q,[DE-only addition — no HU source],Wie lange dürfen Kameraaufnahmen gespeichert werden?,legal_review_required
biztonsagtechnika:DE_ONLY.faq.10.a,faq.10.a,[DE-only addition — no HU source],"Eine einheitliche, für alle Standorte gültige Speicherdauer gibt es nicht. Maßgeblich sind der dokumentierte Zweck der Aufzeichnung, das Risikoprofil des Standorts, der Bedarf der Vorfallbearbeitung, interne Richtlinien und der anwendbare Datenschutzrahmen — einschließlich des Grundsatzes der Speicherbegrenzung. Die Speicherordnung ist fachlich begründet festzulegen; die abschließende Entscheidung liegt beim Kunden als Verantwortlichem.",legal_review_required
biztonsagtechnika:hu.serviceDetail.relatedEyebrow,related.eyebrow,MÉG AZ AVENIRTŐL,WEITERES VON AVENIR,translated_draft
biztonsagtechnika:hu.serviceDetail.relatedTitle,related.title,Kapcsolódó szolgáltatások,Verwandte Leistungen,translated_draft
biztonsagtechnika:related.0.tavfelugyelet-vonuloszolgalat.nameHu,related.0.title,Távfelügyelet és vonulószolgálat,Fernüberwachung und Interventionsdienst,translated_draft
biztonsagtechnika:related.0.tavfelugyelet-vonuloszolgalat.shortDescHu,related.0.description,"Távfelügyelet és vonulószolgálat jelzésfogadással, riasztás-verifikációval, eszkalációval, eseménynaplózással és egyeztetett reagálási folyamattal.","Fernüberwachung und Interventionsdienst mit Alarmempfang, Alarmverifikation, Eskalation, Ereignisprotokollierung und abgestimmtem Reaktionsprozess.",translated_draft
biztonsagtechnika:related.1.objektumorzes.nameHu,related.1.title,Élőerős objektumőrzés,Objektschutz vor Ort,translated_draft
biztonsagtechnika:related.1.objektumorzes.shortDescHu,related.1.description,"Élőerős objektumőrzés beléptetéssel, járőrözéssel, incidenskezeléssel, szolgálati naplóval és egyeztetett eszkalációs renddel.","Objektschutz vor Ort mit Zutrittskontrolle, Kontrollgängen, Vorfallbearbeitung, Dienstbuch und abgestimmter Eskalationsordnung.",translated_draft
biztonsagtechnika:related.2.portaszolgalat.nameHu,related.2.title,Recepciós és portaszolgálat,Empfangs- und Pförtnerdienst,translated_draft
biztonsagtechnika:related.2.portaszolgalat.shortDescHu,related.2.description,"Recepciós és portaszolgálat látogatók, beszállítók, munkatársak, kulcsok, csomagok, naplózás és egyeztetett eszkaláció kezelésére.","Empfangs- und Pförtnerdienst für Besucher, Lieferanten, Mitarbeiter, Schlüssel, Pakete, Protokollierung und abgestimmte Eskalation.",translated_draft
biztonsagtechnika:related.3.hard-fm.nameHu,related.3.title,Hard FM,Hard FM,translated_draft
biztonsagtechnika:related.3.hard-fm.shortDescHu,related.3.description,"Hard FM tervezett megelőző karbantartással, reaktív hibakezeléssel, szakcéges koordinációval, dokumentált hibanaplóval és működési riportálással.","Hard FM mit geplanter vorbeugender Instandhaltung, reaktiver Störungsbearbeitung, Koordination von Fachfirmen, dokumentiertem Störungsprotokoll und betrieblichem Berichtswesen.",translated_draft
biztonsagtechnika:serviceDetail.hero.cta,cta.hero,Ajánlatkérés,Angebot anfordern,translated_draft
biztonsagtechnika:SERVICE_QUOTE_COPY.hu.button,cta.embedded.collapsedButton,Ajánlatkérés,Angebot anfordern,translated_draft
tavfelugyelet-vonuloszolgalat:seoTitleHu,meta.title,Távfelügyelet és vonulószolgálat | Avenir,Fernüberwachung und Interventionsdienst | Avenir,translated_draft
tavfelugyelet-vonuloszolgalat:seoDescriptionHu,meta.description,"Riasztási jelzések kezelése, eszkaláció, eseményrögzítés és vonulószolgálati folyamat biztonságtechnikával és őrzéssel összehangolva.","Bearbeitung von Alarmmeldungen, Eskalation, Ereigniserfassung und Interventionsdienst — abgestimmt mit Sicherheitstechnik und Objektschutz.",translated_draft
tavfelugyelet-vonuloszolgalat:nameHu,hero.h1,Távfelügyelet és vonulószolgálat,Fernüberwachung und Interventionsdienst,translated_draft
tavfelugyelet-vonuloszolgalat:valuePropositionHu,hero.subhead,"Az Avenir 24/7 diszpécseri háttérrel kezeli a csatlakoztatott helyszínekről érkező riasztási, behatolásjelzési és kamerajelzéseket; minden jelzés ellenőrzött eszkalációs folyamatba kerül, és az intézkedések eseménynaplóban rögzülnek.","Avenir bearbeitet mit einer 24/7-Leitstelle die Alarm-, Einbruch- und Kamerameldungen der aufgeschalteten Standorte; jede Meldung durchläuft einen geprüften Eskalationsprozess, und die Maßnahmen werden im Ereignisprotokoll festgehalten.",translated_draft
tavfelugyelet-vonuloszolgalat:PILOT_HU.longDesc.body.0,body.1,"Az Avenir az egyeztetett távfelügyeleti beállítás szerint fogadja a csatlakoztatott helyszínekről érkező riasztási, behatolásjelzési és kamerához kapcsolódó jelzéseket. A jelzések az előre rögzített verifikációs protokoll szerint kerülnek ellenőrzésre az eszkaláció előtt. A téves jelzések naplózhatók és elemezhetők; a valós események a helyszíni protokoll szerint a kijelölt kapcsolattartóhoz, vonulószolgálathoz vagy külső eszkalációs útvonalhoz kerülnek. Az intézkedések eseménynaplóban rögzülnek.","Avenir nimmt die Alarm-, Einbruch- und kamerabezogenen Meldungen der aufgeschalteten Standorte gemäß der vereinbarten Aufschaltungskonfiguration entgegen. Die Meldungen werden vor der Eskalation nach dem vorab festgelegten Verifikationsprotokoll geprüft. Fehlalarme können protokolliert und ausgewertet werden; reale Ereignisse werden nach dem Standortprotokoll an den benannten Ansprechpartner, den Interventionsdienst oder den externen Eskalationsweg weitergeleitet. Die Maßnahmen werden im Ereignisprotokoll festgehalten.",translated_draft
tavfelugyelet-vonuloszolgalat:PILOT_HU.longDesc.body.1,body.2,"Ha a szolgáltatás távfelügyeleti jelzéskezelést tartalmaz, a verifikációs lépés a működési eljárás része, és eseményenként dokumentálásra kerül. A távfelügyelet és a vonulószolgálat jogi és szerződéses keretei az előkészítés során kerülnek egyeztetésre; a külső eszkaláció az egyeztetett helyszíni protokoll és az alkalmazandó szabályok szerint történik.","Umfasst die Leistung die Meldungsbearbeitung der Fernüberwachung, ist der Verifikationsschritt Teil des Betriebsverfahrens und wird je Ereignis dokumentiert. Die rechtlichen und vertraglichen Rahmenbedingungen der Fernüberwachung und des Interventionsdienstes werden in der Vorbereitungsphase abgestimmt; die externe Eskalation erfolgt nach dem vereinbarten Standortprotokoll und den anwendbaren Vorschriften.",legal_review_required
tavfelugyelet-vonuloszolgalat:PILOT_HU.longDesc.body.2,body.3,"A távfelügyelet akkor működik jól, ha kapcsolódik a helyszín többi biztonsági rétegéhez: a biztonságtechnikához, az élőerős őrzéshez, a portaszolgálathoz és az egyeztetett reagálási folyamathoz. Így a jelzéskezelés, az eszkaláció, az eseménynaplózás és a lezárás egy működési modellbe rendeződik.","Die Fernüberwachung funktioniert dann gut, wenn sie mit den übrigen Sicherheitsebenen des Standorts verbunden ist: mit der Sicherheitstechnik, dem Objektschutz, dem Pförtnerdienst und dem abgestimmten Reaktionsprozess. So fügen sich Meldungsbearbeitung, Eskalation, Ereignisprotokollierung und Abschluss zu einem Betriebsmodell zusammen.",translated_draft
tavfelugyelet-vonuloszolgalat:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
tavfelugyelet-vonuloszolgalat:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
tavfelugyelet-vonuloszolgalat:PILOT_HU.useCases.0,useCases.0,"Ipari és logisztikai helyszínek behatolásjelzési, riasztási vagy peremvédelmi jelzésekkel","Industrie- und Logistikstandorte mit Einbruch-, Alarm- oder Perimeterschutz-Meldungen",translated_draft
